"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","2","10","497","359","19.4","0.1","0.16","925.085","54.042","14836.816","14215.963"
"6","2","11","569","327","20.7","0.1","0.16","956.132","56.524","15175.16","14542.318"
"6","2","12","671","260","21.8","0.2","0.16","995.389","58.004","15749.53","15096.336"
"6","2","13","702","218","22.4","0.3","0.16","996.759","57.643","15858.896","15201.827"
"6","2","14","529","255","22.3","0.3","0.16","872.3","53.065","14184.028","13586.306"
"6","2","15","588","186","21.6","0.3","0.16","878.645","52.799","14455.965","13848.607"
"6","2","16","454","163","20.3","0.3","0.16","716.021","45.769","12218.102","11690.041"
"6","2","17","317","115","18.8","0.3","0.16","504.8","36.704","8926.226","8514.809"
"6","2","18","98","43","18","0.3","0.16","200.215","24.922","3400.701","3185.075"
"6","2","19","0","0","16.6","0.3","0.18","0","16.6","0","0"
"6","2","20","0","0","16","0.2","0.18","0","16","0","0"
"6","2","21","0","0","15.6","0.3","0.18","0","15.6","0","0"
"6","2","22","0","0","15.5","0.3","0.18","0","15.5","0","0"
"6","2","23","0","0","15.1","0.3","0.18","0","15.1","0","0"
"6","3","0","0","0","13.8","0.4","0.18","0","13.8","0","0"
"6","3","1","0","0","12.4","0.4","0.18","0","12.4","0","0"
"6","3","2","0","0","11.6","0.5","0.18","0","11.6","0","0"
"6","3","3","0","0","11.1","0.5","0.18","0","11.1","0","0"
"6","3","4","92","16","11.1","0.5","0.18","150.305","15.358","1729.455","1573.048"
"6","3","5","436","62","12.1","0.4","0.18","587.761","32.687","10537.774","10069.253"
"6","3","6","720","79","13.8","0.4","0.18","890.366","45.294","15385.744","14745.441"
"6","3","7","826","92","15.5","0.4","0.18","1011.397","50.693","16926.856","16231.945"
"6","3","8","882","103","16.6","0.4","0.18","1059.936","53.199","17385.156","16674.005"
"6","3","9","908","116","17.4","0.4","0.18","1090.446","54.828","17639.059","16918.911"
"6","3","10","918","126","18","0.5","0.18","1101.114","54.569","17754.43","17030.195"
"6","3","11","937","122","18.5","0.5","0.18","1111.685","55.358","17843.275","17115.891"
"6","3","12","939","118","18.8","0.5","0.18","1110.997","55.675","17820.745","17094.16"
"6","3","13","927","112","18.8","0.5","0.18","1099.995","55.416","17714.27","16991.458"
"6","3","14","908","101","18.5","0.5","0.18","1079.268","54.59","17541.07","16824.394"
"6","3","15","735","129","17.9","0.5","0.18","965.652","50.342","16079.413","15414.53"
"6","3","16","103","180","16.9","0.5","0.18","330.306","27.409","5899.112","5594.957"
"6","3","17","593","66","15.4","0.5","0.18","749.011","41.085","13163.669","12602.102"
"6","3","18","393","34","14.6","0.5","0.18","510.106","31.838","8768.579","8362.748"
"6","3","19","0","0","12.3","0.5","0.18","0","12.3","0","0"
"6","3","20","0","0","11.4","0.6","0.18","0","11.4","0","0"
"6","3","21","0","0","10.5","0.5","0.18","0","10.5","0","0"
"6","3","22","0","0","9.4","0.5","0.18","0","9.4","0","0"
"6","3","23","0","0","8.7","0.5","0.18","0","8.7","0","0"
"6","4","0","0","0","8.3","0.5","0.18","0","8.3","0","0"
"6","4","1","0","0","7.9","0.5","0.18","0","7.9","0","0"
"6","4","2","0","0","7.5","0.5","0.18","0","7.5","0","0"
"6","4","3","0","0","7.3","0.5","0.18","0","7.3","0","0"
"6","4","4","83","15","8.1","0.4","0.18","138.759","12.147","1611.118","1458.905"
"6","4","5","411","62","10.2","0.3","0.18","562.388","30.488","10155.985","9700.993"
"6","4","6","751","71","12.6","0.2","0.18","904.257","46.641","15553.223","14906.985"
"6","4","7","842","86","14.8","0.2","0.18","1019.632","52.565","16941.219","16245.799"
"6","4","8","893","98","16.4","0.2","0.18","1065.121","55.533","17309.197","16600.738"
"6","4","9","922","106","17.5","0.2","0.18","1093.467","57.436","17506.145","16790.707"
"6","4","10","769","199","18.3","0.2","0.18","1034.453","55.859","16557.298","15875.481"
"6","4","11","199","427","18.8","0.3","0.18","666.789","41.943","11077.079","10589.449"
"6","4","12","431","360","18.8","0.3","0.18","855.36","48.706","13971.847","13381.643"
"6","4","13","798","170","18.4","0.3","0.18","1040.529","55.109","16748.012","16059.437"
"6","4","14","512","262","18.1","0.3","0.18","866.432","48.548","14334.124","13731.083"
"6","4","15","373","247","17.6","0.3","0.18","701.185","42.089","11962.882","11443.864"
"6","4","16","440","152","16.7","0.3","0.18","690.328","41.224","11980.432","11460.792"
"6","4","17","46","86","15.4","0.3","0.18","140.116","19.931","2521.912","2337.425"
"6","4","18","22","18","14.6","0.3","0.18","46.461","16.124","775.621","653.013"
"6","4","19","0","0","12.7","0.3","0.16","0","12.7","0","0"
"6","4","20","0","0","12.5","0.3","0.16","0","12.5","0","0"
"6","4","21","0","0","12.5","0.4","0.16","0","12.5","0","0"
"6","4","22","0","0","12.6","0.4","0.16","0","12.6","0","0"
"6","4","23","0","0","12.7","0.4","0.16","0","12.7","0","0"
"6","5","0","0","0","12.7","0.4","0.16","0","12.7","0","0"
"6","5","1","0","0","12.7","0.5","0.16","0","12.7","0","0"
"6","5","2","0","0","12.8","0.5","0.16","0","12.8","0","0"
"6","5","3","0","0","13","0.5","0.16","0","13","0","0"
"6","5","4","5","10","13.7","0.5","0.16","13.231","14.003","137.596","37.595"
"6","5","5","12","68","15","0.4","0.16","78.536","17.263","1381.925","1237.832"
"6","5","6","285","144","16.6","0.4","0.16","497.632","33.642","8867.557","8458.219"
"6","5","7","412","197","18.4","0.4","0.16","708.209","42.651","12135.517","11610.382"
"6","5","8","459","256","20.2","0.4","0.16","808.984","47.852","13458.928","12886.9"
"6","5","9","312","370","21.8","0.3","0.16","750.211","48.003","12324.058","11792.242"
"6","5","10","738","206","22.8","0.3","0.16","1011.765","58.533","16014.009","15351.444"
"6","5","11","416","397","23.4","0.4","0.16","870.898","53.031","13964.467","13374.525"
"6","5","12","410","397","23.7","0.4","0.16","868.436","53.25","13921.98","13333.543"
"6","5","13","358","381","23.9","0.4","0.16","801.958","51.128","12996.235","12440.601"
"6","5","14","174","358","23.9","0.3","0.16","584.97","44.109","9727.385","9287.579"
"6","5","15","281","267","23.4","0.3","0.16","627.048","45.231","10529.012","10060.801"
"6","5","16","101","195","22.2","0.3","0.16","323.607","33.038","5652.701","5357.277"
"6","5","17","61","110","20.7","0.3","0.16","190.897","26.975","3379.339","3164.47"
"6","5","18","20","42","19.9","0.3","0.16","76.872","22.324","1272.485","1132.271"
"6","5","19","0","0","18.3","0.3","0.16","0","18.3","0","0"
"6","5","20","0","0","17.7","0.3","0.16","0","17.7","0","0"
"6","5","21","0","0","17.4","0.3","0.16","0","17.4","0","0"
"6","5","22","0","0","17.4","0.4","0.16","0","17.4","0","0"
"6","5","23","0","0","17.4","0.4","0.16","0","17.4","0","0"
"6","6","0","0","0","17.2","0.4","0.16","0","17.2","0","0"
"6","6","1","0","0","17","0.4","0.16","0","17","0","0"
"6","6","2","0","0","16.8","0.4","0.16","0","16.8","0","0"
"6","6","3","0","0","16.7","0.4","0.16","0","16.7","0","0"
"6","6","4","2","11","16.8","0.3","0.16","10.706","17.035","108.153","9.195"
"6","6","5","12","47","17.3","0.3","0.16","57.752","19.034","997.639","867.164"
"6","6","6","62","129","18.1","0.3","0.16","203.482","24.801","3631.837","3408.021"
"6","6","7","226","176","19.6","0.2","0.16","462.789","36.236","8043.53","7663.39"
"6","6","8","93","261","21.9","0.2","0.16","393.494","35.779","6711.641","6378.696"
"6","6","9","236","319","23.5","0.2","0.16","613.26","45.565","10129.071","9675.032"
"6","6","10","146","418","24","0.3","0.16","603.975","44.993","9907.009","9460.839"
"6","6","11","292","336","24.1","0.3","0.16","669.687","47.539","10923.724","10441.528"
"6","6","12","715","200","24.1","0.3","0.16","975.28","58.52","15417.771","14776.332"
"6","6","13","652","212","24.1","0.3","0.16","937.661","57.233","14932.788","14308.534"
"6","6","14","642","184","24","0.2","0.16","914.993","57.458","14647.165","14033.032"
"6","6","15","425","188","23.6","0.2","0.16","701.538","49.202","11656.701","11148.532"
"6","6","16","448","136","23.2","0.1","0.16","673.922","48.808","11354.644","10857.178"
"6","6","17","183","97","22","0.1","0.16","337.514","34.612","5940.157","5634.548"
"6","6","18","0","30","21","0.2","0.16","24.235","21.62","381.694","273.043"
"6","6","19","0","0","18.4","0.3","0.16","0","18.4","0","0"
"6","6","20","0","0","17.5","0.3","0.16","0","17.5","0","0"
"6","6","21","0","0","16.8","0.2","0.16","0","16.8","0","0"
"6","6","22","0","0","16.4","0.3","0.16","0","16.4","0","0"
"6","6","23","0","0","16.1","0.3","0.16","0","16.1","0","0"
"6","7","0","0","0","15.9","0.3","0.16","0","15.9","0","0"
"6","7","1","0","0","15.8","0.3","0.16","0","15.8","0","0"
"6","7","2","0","0","15.4","0.4","0.16","0","15.4","0","0"
"6","7","3","0","0","15","0.4","0.16","0","15","0","0"
"6","7","4","9","10","15.4","0.3","0.16","17.25","15.846","180.66","79.133"
"6","7","5","2","62","17","0.2","0.16","59.559","18.733","1027.577","896.04"
"6","7","6","270","145","19","0.2","0.16","483.61","36.591","8512.393","8115.639"
"6","7","7","802","87","20.8","0.2","0.16","975.085","56.97","15914.331","15255.298"
"6","7","8","870","93","22","0.2","0.16","1030.002","59.947","16443.314","15765.536"
"6","7","9","769","173","23.2","0.2","0.16","1016.588","60.354","16051.661","15387.761"
"6","7","10","552","330","24.2","0.1","0.16","950.626","59.828","14907.015","14283.674"
"6","7","11","877","142","25","0.1","0.16","1065.37","65.101","16418.816","15741.906"
"6","7","12","520","358","25.5","0.1","0.16","940.808","60.736","14666.081","14051.278"
"6","7","13","525","319","25.6","0.1","0.16","919.308","60.07","14425.849","13819.558"
"6","7","14","342","327","25.4","0.1","0.16","741.849","53.025","11998.425","11478.147"
"6","7","15","126","275","25.3","0.1","0.16","452.909","41.803","7620.933","7255.768"
"6","7","16","381","167","24.8","0.2","0.16","645.99","48.399","10874.42","10393.971"
"6","7","17","272","103","22.8","0.2","0.16","437.501","38.787","7646.913","7280.827"
"6","7","18","110","43","21.2","0.3","0.16","207.91","28.425","3525.855","3305.794"
"6","7","19","0","0","17.8","0.3","0.16","0","17.8","0","0"
"6","7","20","0","0","16.8","0.3","0.16","0","16.8","0","0"
"6","7","21","0","0","16","0.3","0.16","0","16","0","0"
"6","7","22","0","0","15.1","0.3","0.16","0","15.1","0","0"
"6","7","23","0","0","14.5","0.3","0.16","0","14.5","0","0"
"6","8","0","0","0","14.1","0.3","0.16","0","14.1","0","0"
"6","8","1","0","0","14.2","0.3","0.16","0","14.2","0","0"
"6","8","2","0","0","14.4","0.4","0.16","0","14.4","0","0"
"6","8","3","0","0","14.4","0.4","0.16","0","14.4","0","0"
"6","8","4","136","18","14.8","0.4","0.16","200.493","20.682","2289.106","2112.868"
"6","8","5","470","57","16.1","0.3","0.16","614.252","38.356","10800.121","10322.304"
"6","8","6","768","63","17.7","0.3","0.16","907.145","50.856","15352.405","14713.283"
"6","8","7","865","75","19.1","0.3","0.16","1011.971","55.485","16629.004","15944.646"
"6","8","8","920","81","20.4","0.2","0.16","1066.593","59.734","17048.838","16349.604"
"6","8","9","951","87","21.5","0.2","0.16","1096.231","61.694","17256.672","16550.074"
"6","8","10","965","93","22.4","0.2","0.16","1108.58","62.908","17291.072","16583.255"
"6","8","11","967","96","23.2","0.2","0.16","1109.606","63.675","17224.484","16519.026"
"6","8","12","956","99","23.9","0.1","0.16","1102.55","65.48","16992.777","16295.53"
"6","8","13","933","101","24.1","0.1","0.16","1088.393","65.24","16836.337","16144.633"
"6","8","14","904","95","24.1","0.1","0.16","1061.64","64.417","16572.632","15890.272"
"6","8","15","859","86","24.3","0.1","0.16","1015.016","63.066","16075.908","15411.149"
"6","8","16","789","74","24.5","0.2","0.16","946.334","59.836","15360.732","14721.315"
"6","8","17","663","59","22.5","0.3","0.16","799.946","51.683","13511.966","12938.057"
"6","8","18","416","35","20.5","0.3","0.16","533.29","39.695","8983.58","8570.131"
"6","8","19","0","0","16.7","0.4","0.16","0","16.7","0","0"
"6","8","20","0","0","15.3","0.4","0.16","0","15.3","0","0"
"6","8","21","0","0","14.2","0.4","0.16","0","14.2","0","0"
"6","8","22","0","0","13.3","0.4","0.16","0","13.3","0","0"
"6","8","23","0","0","12.3","0.4","0.16","0","12.3","0","0"
"6","9","0","0","0","11.6","0.4","0.16","0","11.6","0","0"
"6","9","1","0","0","11.1","0.5","0.16","0","11.1","0","0"
"6","9","2","0","0","10.8","0.5","0.16","0","10.8","0","0"
"6","9","3","0","0","10.7","0.5","0.16","0","10.7","0","0"
"6","9","4","44","15","12","0.4","0.16","82.678","14.361","930.774","802.667"
"6","9","5","230","74","14.5","0.2","0.16","363.559","27.772","6552.69","6225.377"
"6","9","6","716","70","17","0.1","0.16","864.546","50.616","14634.68","14020.989"
"6","9","7","627","135","19.1","0.2","0.16","864.092","50.969","14406.929","13801.309"
"6","9","8","862","96","20.8","0.2","0.16","1025.418","58.569","16461.091","15782.684"
"6","9","9","905","98","22.2","0.2","0.16","1061.41","61.095","16744.564","16056.112"
"6","9","10","934","94","23.2","0.2","0.16","1077.601","62.569","16830.244","16138.756"
"6","9","11","943","95","23.7","0.2","0.16","1083.662","63.224","16852.885","16160.595"
"6","9","12","938","95","23.9","0.2","0.16","1079.486","63.314","16789.81","16099.755"
"6","9","13","923","93","23.8","0.2","0.16","1068.833","62.922","16697.093","16010.324"
"6","9","14","897","88","23.3","0.3","0.16","1045.833","60.573","16590.515","15907.522"
"6","9","15","855","80","22.4","0.3","0.16","1002.802","58.35","16195.777","15526.771"
"6","9","16","786","70","21.1","0.3","0.16","937.624","55.03","15520.603","14875.521"
"6","9","17","653","58","19.1","0.3","0.16","788.251","47.86","13515.835","12941.79"
"6","9","18","214","41","17.9","0.3","0.16","332.889","29.73","5738.741","5440.269"
"6","9","19","0","0","14.7","0.4","0.16","0","14.7","0","0"
"6","9","20","0","0","13.6","0.4","0.16","0","13.6","0","0"
"6","9","21","0","0","12.8","0.4","0.16","0","12.8","0","0"
"6","9","22","0","0","12.1","0.4","0.16","0","12.1","0","0"
"6","9","23","0","0","11.6","0.5","0.16","0","11.6","0","0"
"6","10","0","0","0","11.2","0.6","0.16","0","11.2","0","0"
"6","10","1","0","0","11","0.7","0.16","0","11","0","0"
"6","10","2","0","0","10.8","0.8","0.16","0","10.8","0","0"
"6","10","3","0","0","10.8","0.7","0.16","0","10.8","0","0"
"6","10","4","112","18","12.1","0.5","0.16","176.683","17.115","2033.02","1865.857"
"6","10","5","419","62","14.3","0.2","0.16","569.068","35.504","10094.087","9641.288"
"6","10","6","621","88","16.6","0.1","0.16","800.107","47.609","13679.673","13099.822"
"6","10","7","688","117","18.6","0.2","0.16","903.494","52.011","15017.563","14390.305"
"6","10","8","557","219","20.1","0.2","0.16","866.933","51.746","14233.327","13633.858"
"6","10","9","588","264","21.3","0.2","0.16","936.687","55.396","15043.503","14415.327"
"6","10","10","475","357","22.1","0.2","0.16","899.455","54.695","14378.646","13774.028"
"6","10","11","708","243","22.6","0.2","0.16","1009.488","59.352","15881.002","15223.149"
"6","10","12","539","353","22.6","0.2","0.16","954.563","57.225","15101.734","14471.494"
"6","10","13","642","254","22.2","0.2","0.16","972.283","57.61","15448","14805.491"
"6","10","14","273","346","21.7","0.3","0.16","691.434","45.805","11478.13","10976.288"
"6","10","15","259","264","21","0.3","0.16","599.156","41.853","10177.765","9722"
"6","10","16","72","185","20","0.3","0.16","278.857","29.254","4911.648","4642.483"
"6","10","17","0","25","18.9","0.3","0.16","20.815","19.478","344.064","236.747"
"6","10","18","0","6","18.3","0.3","0.16","4.787","18.419","71.151","0"
"6","10","19","0","0","17.2","0.4","0.16","0","17.2","0","0"
"6","10","20","0","0","16.8","0.4","0.16","0","16.8","0","0"
"6","10","21","0","0","16.7","0.4","0.16","0","16.7","0","0"
"6","10","22","0","0","16.5","0.4","0.16","0","16.5","0","0"
"6","10","23","0","0","16.3","0.4","0.16","0","16.3","0","0"
"6","11","0","0","0","16.1","0.4","0.16","0","16.1","0","0"
"6","11","1","0","0","16","0.4","0.16","0","16","0","0"
"6","11","2","0","0","16","0.4","0.16","0","16","0","0"
"6","11","3","0","0","16","0.4","0.16","0","16","0","0"
"6","11","4","10","9","16.1","0.3","0.16","22.338","16.713","234.821","131.375"
"6","11","5","0","40","16.5","0.3","0.16","32.79","17.37","554.758","439.976"
"6","11","6","3","99","17.4","0.3","0.16","92.63","20.155","1625.593","1472.866"
"6","11","7","9","124","18.4","0.2","0.16","123.59","22.42","2150.134","1978.82"
"6","11","8","4","145","18.9","0.2","0.16","142.243","23.688","2445.566","2263.784"
"6","11","9","3","149","18.8","0.3","0.16","148.939","23.802","2541.274","2356.101"
"6","11","10","61","365","18.7","0.3","0.16","446.607","34.131","7566.897","7203.647"
"6","11","11","159","453","19.4","0.3","0.16","648.835","42.016","10752.694","10276.558"
"6","11","12","263","449","20.6","0.4","0.16","763.407","46.489","12508.573","11970.219"
"6","11","13","99","413","21.9","0.4","0.16","540.798","40.018","9032.144","8616.973"
"6","11","14","643","212","22.4","0.4","0.16","946.413","54.924","15298.059","14660.862"
"6","11","15","860","89","22.1","0.4","0.16","1019.965","57.538","16522.559","15841.974"
"6","11","16","787","79","21.3","0.4","0.16","951.673","54.67","15770.394","15116.461"
"6","11","17","663","62","19.9","0.4","0.16","810.821","48.613","13861.684","13275.383"
"6","11","18","419","37","19.1","0.4","0.16","538.843","37.922","9173.167","8752.999"
"6","11","19","0","0","16.9","0.5","0.16","0","16.9","0","0"
"6","11","20","0","0","15.8","0.5","0.16","0","15.8","0","0"
"6","11","21","0","0","14.7","0.5","0.16","0","14.7","0","0"
"6","11","22","0","0","13.4","0.5","0.16","0","13.4","0","0"
"6","11","23","0","0","12.3","0.5","0.16","0","12.3","0","0"
"6","12","0","0","0","11.6","0.5","0.16","0","11.6","0","0"
"6","12","1","0","0","11.2","0.5","0.16","0","11.2","0","0"
"6","12","2","0","0","10.9","0.5","0.16","0","10.9","0","0"
"6","12","3","0","0","10.7","0.5","0.16","0","10.7","0","0"
"6","12","4","109","18","11.9","0.4","0.16","173.818","16.979","1999.449","1833.475"
"6","12","5","432","61","14.1","0.3","0.16","581.01","35.099","10328.085","9866.994"
"6","12","6","746","69","16.7","0.2","0.16","893.668","50.361","15148.339","14516.447"
"6","12","7","670","124","18.7","0.2","0.16","894.271","51.74","14875.491","14253.267"
"6","12","8","837","113","20.1","0.2","0.16","1032.184","58.12","16589.518","15906.56"
"6","12","9","600","262","21.3","0.1","0.16","947.011","56.913","15118.645","14487.805"
"6","12","10","530","340","22.3","0.1","0.16","938.216","57.449","14848.921","14227.639"
"6","12","11","477","385","22.8","0.1","0.16","919.482","57.238","14513.128","13903.744"
"6","12","12","470","378","22.9","0.2","0.16","909.117","55.846","14440.282","13833.48"
"6","12","13","724","218","22.7","0.2","0.16","1017.793","59.826","16045.343","15381.667"
"6","12","14","769","158","22.2","0.3","0.16","1006.954","57.971","16109.043","15443.11"
"6","12","15","827","101","21.4","0.3","0.16","1012.996","57.69","16388.543","15712.706"
"6","12","16","757","86","20.1","0.3","0.16","930.477","53.693","15472.663","14829.279"
"6","12","17","635","68","18.4","0.4","0.16","791.837","46.394","13647.242","13068.54"
"6","12","18","382","41","17.4","0.4","0.16","506.295","35.037","8705.649","8302.048"
"6","12","19","0","0","14.7","0.4","0.16","0","14.7","0","0"
"6","12","20","0","0","13.6","0.4","0.16","0","13.6","0","0"
"6","12","21","0","0","12.9","0.4","0.16","0","12.9","0","0"
"6","12","22","0","0","12.4","0.4","0.16","0","12.4","0","0"
"6","12","23","0","0","11.9","0.4","0.16","0","11.9","0","0"
"6","13","0","0","0","11.5","0.4","0.16","0","11.5","0","0"
"6","13","1","0","0","11.2","0.4","0.16","0","11.2","0","0"
"6","13","2","0","0","11.2","0.4","0.16","0","11.2","0","0"
"6","13","3","0","0","11.6","0.4","0.16","0","11.6","0","0"
"6","13","4","17","7","12.3","0.5","0.16","33.827","13.23","368.08","259.912"
"6","13","5","0","31","12.9","0.5","0.16","25.343","13.533","431.087","320.687"
"6","13","6","1","71","13.5","0.5","0.16","61.956","15.195","1091.39","957.592"
"6","13","7","0","106","13.8","0.6","0.16","96.263","16.531","1695.203","1540.009"
"6","13","8","1","138","13.6","0.6","0.16","132.134","17.534","2319.85","2142.523"
"6","13","9","1","140","13.4","0.6","0.16","137.853","17.632","2401.964","2221.727"
"6","13","10","5","157","13.3","0.7","0.16","162.408","18.245","2823.793","2628.609"
"6","13","11","0","89","13.4","0.7","0.16","89.851","16.15","1534.092","1384.608"
"6","13","12","4","147","13.9","0.6","0.16","152.379","18.693","2632.803","2444.387"
"6","13","13","2","123","15","0.3","0.16","123.584","19.193","2124.293","1953.895"
"6","13","14","1","109","16","0.1","0.16","105.33","19.712","1808.892","1649.67"
"6","13","15","1","88","16.6","0.1","0.16","81.585","19.365","1402.833","1258"
"6","13","16","2","74","16.4","0.1","0.16","66.993","18.554","1161.056","1024.79"
"6","13","17","229","37","15.6","0.2","0.16","322.211","27.678","5838.551","5536.543"
"6","13","18","272","39","15","0.2","0.16","385.351","29.223","6723.906","6390.526"
"6","13","19","0","0","13.2","0.3","0.16","0","13.2","0","0"
"6","13","20","0","0","12.3","0.3","0.16","0","12.3","0","0"
"6","13","21","0","0","11.4","0.3","0.16","0","11.4","0","0"
"6","13","22","0","0","10.8","0.3","0.16","0","10.8","0","0"
"6","13","23","0","0","10.5","0.3","0.16","0","10.5","0","0"
"6","14","0","0","0","10.8","0.3","0.16","0","10.8","0","0"
"6","14","1","0","0","11.3","0.4","0.16","0","11.3","0","0"
"6","14","2","0","0","11.4","0.4","0.16","0","11.4","0","0"
"6","14","3","0","0","11.6","0.4","0.16","0","11.6","0","0"
"6","14","4","91","20","12.6","0.3","0.16","160.743","17.413","1836.855","1676.642"
"6","14","5","203","73","14.2","0.2","0.16","334.205","26.362","6037.773","5728.705"
"6","14","6","623","97","16.3","0.3","0.16","814.678","45.881","14022.295","13430.304"
"6","14","7","661","132","18.2","0.3","0.16","895.448","50.233","14981.366","14355.391"
"6","14","8","868","99","19.4","0.4","0.16","1035.378","55.248","16846","16153.954"
"6","14","9","858","123","20.1","0.4","0.16","1041.244","55.933","16765.772","16076.568"
"6","14","10","327","369","20.7","0.4","0.16","748.677","46.119","12330.679","11798.629"
"6","14","11","17","213","21.2","0.4","0.16","238.675","29.204","4023.123","3785.442"
"6","14","12","353","215","21.1","0.4","0.16","611.814","41.964","10226.712","9769.214"
"6","14","13","528","275","20.8","0.4","0.16","872.792","50.619","14232.617","13633.173"
"6","14","14","648","194","20.3","0.4","0.16","930.671","52.312","15204.089","14570.222"
"6","14","15","23","139","19.7","0.4","0.16","164.836","24.974","2856.201","2659.869"
"6","14","16","119","187","19","0.4","0.16","352.292","30.615","6225.352","5909.638"
"6","14","17","621","65","17.9","0.5","0.16","772.622","44.434","13415.094","12844.619"
"6","14","18","377","39","17.2","0.4","0.16","498.932","34.605","8604.831","8204.802"
"6","14","19","0","0","15.5","0.5","0.16","0","15.5","0","0"
"6","14","20","0","0","14.7","0.5","0.16","0","14.7","0","0"
"6","14","21","0","0","13.8","0.5","0.16","0","13.8","0","0"
"6","14","22","0","0","13.2","0.5","0.16","0","13.2","0","0"
"6","14","23","0","0","12.8","0.5","0.16","0","12.8","0","0"
"6","15","0","0","0","12.5","0.5","0.16","0","12.5","0","0"
"6","15","1","0","0","12.2","0.5","0.16","0","12.2","0","0"
"6","15","2","0","0","12","0.5","0.16","0","12","0","0"
"6","15","3","0","0","11.9","0.5","0.16","0","11.9","0","0"
"6","15","4","184","18","12.6","0.5","0.16","251.34","19.794","2908.758","2710.564"
"6","15","5","363","64","14.6","0.3","0.16","506.909","32.847","9056.031","8640.014"
"6","15","6","657","81","17.4","0.2","0.16","826.516","48.468","14094.16","13499.622"
"6","15","7","141","207","20.1","0.2","0.16","391.828","33.915","6822.262","6485.397"
"6","15","8","500","224","21.8","0.3","0.16","813.807","50.55","13408.908","12838.652"
"6","15","9","226","369","22.7","0.3","0.16","659.641","45.673","10894.561","10413.398"
"6","15","10","923","100","23.2","0.4","0.16","1072.717","60.038","16927.19","16232.267"
"6","15","11","929","102","23.6","0.4","0.16","1074.812","60.504","16900.615","16206.633"
"6","15","12","923","105","23.6","0.5","0.16","1074.339","59.398","16976.682","16280.005"
"6","15","13","910","103","23.4","0.5","0.16","1066.115","59.007","16919.097","16224.46"
"6","15","14","882","99","22.8","0.5","0.16","1042.988","57.789","16726.109","16038.311"
"6","15","15","810","98","22","0.5","0.16","991.206","55.444","16179.325","15510.902"
"6","15","16","701","92","21.2","0.5","0.16","886.839","51.333","14871.626","14249.539"
"6","15","17","581","71","20.2","0.5","0.16","741.172","45.603","12798.29","12249.671"
"6","15","18","326","42","19.7","0.5","0.16","450.878","34.921","7745.973","7376.377"
"6","15","19","0","0","18.1","0.5","0.16","0","18.1","0","0"
"6","15","20","0","0","17.4","0.5","0.16","0","17.4","0","0"
"6","15","21","0","0","17","0.5","0.16","0","17","0","0"
"6","15","22","0","0","16.8","0.5","0.16","0","16.8","0","0"
"6","15","23","0","0","16.6","0.5","0.16","0","16.6","0","0"
"6","16","0","0","0","16.4","0.4","0.16","0","16.4","0","0"
"6","16","1","0","0","16.3","0.4","0.16","0","16.3","0","0"
"6","16","2","0","0","16.4","0.4","0.16","0","16.4","0","0"
"6","16","3","0","0","16.5","0.4","0.16","0","16.5","0","0"
"6","16","4","4","5","16.7","0.3","0.16","8.101","16.907","81.343","0"
"6","16","5","0","18","17.2","0.3","0.16","14.652","17.588","238.737","135.152"
"6","16","6","0","38","18.1","0.3","0.16","32.436","19.037","546.681","432.184"
"6","16","7","0","120","19.3","0.3","0.16","110.198","22.728","1903.275","1740.709"
"6","16","8","23","215","20.7","0.3","0.16","248.388","28.996","4273.875","4027.309"
"6","16","9","1","125","21.8","0.3","0.16","122.87","25.919","2062.565","1894.355"
"6","16","10","0","114","22.3","0.3","0.16","113.769","26.184","1889.29","1727.22"
"6","16","11","2","131","22.5","0.3","0.16","134.596","27.134","2235.13","2060.805"
"6","16","12","19","284","22.6","0.3","0.16","308.496","33.231","5167.071","4888.856"
"6","16","13","2","130","22.7","0.3","0.16","130.705","27.135","2180.882","2008.479"
"6","16","14","0","79","22.7","0.2","0.16","75.234","25.265","1244.995","1105.755"
"6","16","15","0","89","22.3","0.2","0.16","81.581","24.972","1370.089","1226.416"
"6","16","16","0","36","21.5","0.2","0.16","31.471","22.474","518.417","404.922"
"6","16","17","8","47","20.3","0.2","0.16","47.524","21.743","810.358","686.519"
"6","16","18","14","27","19.6","0.2","0.16","37.757","20.766","620.65","503.532"
"6","16","19","0","0","18.1","0.2","0.16","0","18.1","0","0"
"6","16","20","0","0","17.6","0.2","0.16","0","17.6","0","0"
