"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","16","21","0","0","17.4","0.2","0.16","0","17.4","0","0"
"6","16","22","0","0","17.3","0.1","0.16","0","17.3","0","0"
"6","16","23","0","0","17.2","0.1","0.16","0","17.2","0","0"
"6","17","0","0","0","17","0.1","0.16","0","17","0","0"
"6","17","1","0","0","16.7","0.2","0.16","0","16.7","0","0"
"6","17","2","0","0","16.5","0.2","0.16","0","16.5","0","0"
"6","17","3","0","0","16.3","0.2","0.16","0","16.3","0","0"
"6","17","4","126","19","16.5","0.2","0.16","193.24","22.515","2185.427","2012.864"
"6","17","5","480","54","17.3","0.2","0.16","620.092","40.51","10817.09","10338.672"
"6","17","6","691","69","18.7","0.2","0.16","837.696","50.229","14198.044","13599.826"
"6","17","7","791","82","20.7","0.2","0.16","956.698","56.202","15664.032","15013.867"
"6","17","8","847","93","22.3","0.2","0.16","1006.186","59.364","16100.358","15434.733"
"6","17","9","775","158","23.6","0.2","0.16","1006.1","60.392","15887.651","15229.563"
"6","17","10","430","376","24.5","0.1","0.16","872.8","57.141","13797.873","13213.834"
"6","17","11","70","433","25.2","0.1","0.16","526.685","44.689","8571.444","8172.598"
"6","17","12","93","442","25.4","0","0.16","561.323","46.852","9087.137","8670.018"
"6","17","13","166","428","24.9","0.1","0.16","640.469","48.598","10394.729","9931.277"
"6","17","14","174","363","24.1","0.1","0.16","589.15","45.811","9725.349","9285.616"
"6","17","15","273","274","23.5","0.2","0.16","625.363","45.966","10457.941","9992.249"
"6","17","16","633","108","22.9","0.2","0.16","839.738","54.053","13910.066","13322.051"
"6","17","17","268","106","21.8","0.2","0.16","435.962","37.723","7650.032","7283.836"
"6","17","18","166","47","21","0.3","0.16","268.71","30.446","4617.882","4359.126"
"6","17","19","0","0","18.8","0.3","0.15","0","18.8","0","0"
"6","17","20","0","0","18.3","0.3","0.15","0","18.3","0","0"
"6","17","21","0","0","17.8","0.3","0.15","0","17.8","0","0"
"6","17","22","0","0","17.2","0.3","0.15","0","17.2","0","0"
"6","17","23","0","0","16.6","0.2","0.15","0","16.6","0","0"
"6","18","0","0","0","16.2","0.2","0.15","0","16.2","0","0"
"6","18","1","0","0","15.9","0.2","0.15","0","15.9","0","0"
"6","18","2","0","0","15.8","0.3","0.15","0","15.8","0","0"
"6","18","3","0","0","15.9","0.3","0.15","0","15.9","0","0"
"6","18","4","4","3","16.3","0.2","0.15","7.007","16.497","70.067","0"
"6","18","5","0","30","17.3","0.1","0.15","24.346","17.987","405.292","295.805"
"6","18","6","57","145","18.5","0.1","0.15","220.084","26.219","3913.152","3679.368"
"6","18","7","3","145","20.2","0.1","0.15","138.327","24.839","2391.58","2211.711"
"6","18","8","4","178","21.7","0.1","0.15","174.799","27.809","2979.838","2779.125"
"6","18","9","10","219","22.3","0.1","0.15","226.306","30.456","3822.337","3591.771"
"6","18","10","17","287","22.2","0.1","0.15","307.06","33.46","5148.37","4870.818"
"6","18","11","11","233","21.5","0.2","0.15","247.519","30.335","4155.856","3913.472"
"6","18","12","0","110","20.9","0.2","0.15","110.41","24.822","1837.245","1677.018"
"6","18","13","1","121","20.4","0.2","0.15","120.22","24.621","2019.339","1852.661"
"6","18","14","0","84","20","0.2","0.15","79.686","22.726","1336.013","1193.547"
"6","18","15","0","99","19.5","0.2","0.15","90.578","22.48","1543.671","1393.847"
"6","18","16","1","88","19","0.2","0.15","78.267","21.442","1348.246","1205.347"
"6","18","17","5","45","18.4","0.2","0.15","42.549","19.673","727.693","606.783"
"6","18","18","0","7","18","0.2","0.15","5.552","18.143","83.784","0"
"6","18","19","0","0","17.1","0.2","0.15","0","17.1","0","0"
"6","18","20","0","0","16.7","0.2","0.15","0","16.7","0","0"
"6","18","21","0","0","16.4","0.2","0.15","0","16.4","0","0"
"6","18","22","0","0","16","0.2","0.15","0","16","0","0"
"6","18","23","0","0","15.8","0.2","0.15","0","15.8","0","0"
"6","19","0","0","0","15.7","0.2","0.15","0","15.7","0","0"
"6","19","1","0","0","15.5","0.3","0.15","0","15.5","0","0"
"6","19","2","0","0","15.4","0.4","0.15","0","15.4","0","0"
"6","19","3","0","0","15.3","0.4","0.15","0","15.3","0","0"
"6","19","4","117","17","15.7","0.3","0.15","178.703","21.097","2026.39","1859.462"
"6","19","5","109","34","17.1","0.2","0.15","167.895","23.222","3003.501","2801.949"
"6","19","6","140","68","19.2","0.1","0.15","238.552","28.169","4251.43","4005.659"
"6","19","7","0","101","21.5","0.1","0.15","90.838","24.503","1545.707","1395.811"
"6","19","8","5","184","23","0.1","0.15","181.939","29.365","3087.401","2882.877"
"6","19","9","12","230","23.9","0.1","0.15","239.619","32.542","4022.667","3785.002"
"6","19","10","41","362","24.6","0.2","0.15","421.373","39.64","6970.169","6628.063"
"6","19","11","9","204","25.1","0.2","0.15","215.769","32.799","3569.416","3347.812"
"6","19","12","59","333","25.3","0.2","0.15","408.021","39.921","6728.91","6395.352"
"6","19","13","37","319","25.1","0.2","0.15","371.901","38.316","6176.136","5862.165"
"6","19","14","93","331","24.6","0.2","0.15","447.939","40.452","7487.585","7127.145"
"6","19","15","207","288","23.7","0.3","0.15","550.046","42.699","9280.639","8856.664"
"6","19","16","208","192","22.7","0.3","0.15","449.127","38.203","7779.165","7408.393"
"6","19","17","53","87","21.3","0.2","0.15","144.945","26.187","2551.358","2365.827"
"6","19","18","68","48","20.5","0.2","0.15","150.091","25.748","2564.576","2378.578"
"6","19","19","4","1","18.6","0.3","0.15","0","18.6","0","0"
"6","19","20","0","0","17.9","0.3","0.15","0","17.9","0","0"
"6","19","21","0","0","17.3","0.3","0.15","0","17.3","0","0"
"6","19","22","0","0","16.7","0.2","0.15","0","16.7","0","0"
"6","19","23","0","0","16.3","0.2","0.15","0","16.3","0","0"
"6","20","0","0","0","16","0.2","0.15","0","16","0","0"
"6","20","1","0","0","15.8","0.3","0.15","0","15.8","0","0"
"6","20","2","0","0","15.6","0.3","0.15","0","15.6","0","0"
"6","20","3","0","0","15.5","0.3","0.15","0","15.5","0","0"
"6","20","4","116","16","15.5","0.3","0.15","174.861","20.786","1984.13","1818.699"
"6","20","5","57","17","16","0.2","0.15","86.001","19.137","1524.23","1375.095"
"6","20","6","6","41","17.1","0.2","0.15","40.891","18.37","700.618","580.667"
"6","20","7","1","102","18.8","0.2","0.15","92.826","21.777","1599.148","1447.358"
"6","20","8","1","105","20.4","0.2","0.15","99.049","23.724","1678.142","1523.553"
"6","20","9","0","71","21.6","0.3","0.15","68.399","23.895","1129.706","994.551"
"6","20","10","0","110","22.1","0.3","0.15","109.333","25.844","1815.352","1655.902"
"6","20","11","4","134","22","0.4","0.15","139.29","26.667","2321.507","2144.121"
"6","20","12","3","147","21.6","0.4","0.15","150.993","26.647","2526.685","2342.029"
"6","20","13","1","117","21.1","0.4","0.15","116.237","24.937","1947.195","1783.073"
"6","20","14","21","262","20.8","0.4","0.15","280.396","29.959","4800.137","4534.924"
"6","20","15","2","110","20.7","0.3","0.15","103.348","24.01","1760.358","1602.856"
"6","20","16","1","55","20.6","0.3","0.15","48.974","22.081","824.686","700.338"
"6","20","17","3","58","20.1","0.3","0.15","51.505","21.567","879.955","753.649"
"6","20","18","32","17","19.9","0.3","0.15","53.391","21.701","893.274","766.496"
"6","20","19","4","1","18.8","0.3","0.15","0","18.8","0","0"
"6","20","20","0","0","18.4","0.3","0.15","0","18.4","0","0"
"6","20","21","0","0","18.2","0.2","0.15","0","18.2","0","0"
"6","20","22","0","0","18.1","0.2","0.15","0","18.1","0","0"
"6","20","23","0","0","18","0.2","0.15","0","18","0","0"
"6","21","0","0","0","17.8","0.2","0.15","0","17.8","0","0"
"6","21","1","0","0","17.8","0.2","0.15","0","17.8","0","0"
"6","21","2","0","0","17.8","0.2","0.15","0","17.8","0","0"
"6","21","3","0","0","17.5","0.3","0.15","0","17.5","0","0"
"6","21","4","45","16","17.1","0.4","0.15","86.528","19.569","954.7","825.746"
"6","21","5","111","77","16.4","0.5","0.15","226.94","23.729","4077.913","3838.29"
"6","21","6","81","100","15.9","0.5","0.15","203.469","22.402","3672.847","3447.578"
"6","21","7","40","181","15.8","0.5","0.15","232.105","23.009","4130.877","3889.378"
"6","21","8","14","216","16.2","0.5","0.15","224.305","23.178","3932.155","3697.697"
"6","21","9","38","316","16.7","0.4","0.15","371.504","29.037","6419.825","6097.22"
"6","21","10","21","308","17.5","0.4","0.15","332.861","28.616","5702.334","5405.152"
"6","21","11","120","445","18.4","0.4","0.15","597.962","38.651","10010.88","9561.029"
"6","21","12","5","145","19.4","0.3","0.15","151.038","24.607","2549.044","2363.596"
"6","21","13","24","299","20.3","0.3","0.15","336.713","31.882","5712.693","5415.144"
"6","21","14","7","179","21","0.2","0.15","180.633","27.234","3074.886","2870.805"
"6","21","15","0","61","21","0.2","0.15","55.572","22.827","926.123","798.181"
"6","21","16","0","41","20.5","0.2","0.15","35.695","21.608","593.56","477.403"
"6","21","17","1","48","19.8","0.3","0.15","41.049","20.956","695.647","575.872"
"6","21","18","0","35","19.4","0.3","0.15","28.982","20.14","469.31","357.555"
"6","21","19","14","2","17.7","0.4","0.15","0","17.7","0","0"
"6","21","20","0","0","17","0.4","0.15","0","17","0","0"
"6","21","21","0","0","16.3","0.4","0.15","0","16.3","0","0"
"6","21","22","0","0","15.7","0.4","0.15","0","15.7","0","0"
"6","21","23","0","0","15.5","0.4","0.15","0","15.5","0","0"
"6","22","0","0","0","15.3","0.4","0.15","0","15.3","0","0"
"6","22","1","0","0","15.1","0.4","0.15","0","15.1","0","0"
"6","22","2","0","0","15","0.4","0.15","0","15","0","0"
"6","22","3","0","0","14.9","0.4","0.15","0","14.9","0","0"
"6","22","4","107","15","15.3","0.4","0.15","162.714","20.071","1845.967","1685.431"
"6","22","5","497","50","16.7","0.3","0.15","630.613","39.612","11040.604","10554.266"
"6","22","6","736","63","18.7","0.3","0.15","873.614","50.622","14797.356","14177.901"
"6","22","7","829","73","20.6","0.3","0.15","969.924","55.509","15939.933","15279.993"
"6","22","8","886","80","22","0.3","0.15","1027.941","58.785","16498.887","15819.14"
"6","22","9","916","90","22.9","0.3","0.15","1061.103","60.664","16776.428","16086.847"
"6","22","10","928","99","23.4","0.3","0.15","1074.454","61.512","16854.701","16162.346"
"6","22","11","934","99","23.6","0.4","0.15","1074.452","60.564","16893.413","16199.687"
"6","22","12","380","247","23.5","0.4","0.15","673.156","46.493","11069.326","10581.97"
"6","22","13","230","233","23.2","0.4","0.15","501.221","40.237","8402.239","8009.389"
"6","22","14","287","337","22.6","0.4","0.15","692.351","46.079","11481.377","10979.421"
"6","22","15","792","103","22","0.3","0.15","976.845","57","15838.064","15181.732"
"6","22","16","462","116","21.1","0.3","0.15","657.91","44.629","11262.417","10768.22"
"6","22","17","649","62","19.8","0.3","0.15","794.654","48.811","13571.496","12995.478"
"6","22","18","414","39","19","0.3","0.15","535.542","38.311","9162.171","8742.394"
"6","22","19","13","2","16.8","0.3","0.15","0","16.8","0","0"
"6","22","20","0","0","15.9","0.3","0.15","0","15.9","0","0"
"6","22","21","0","0","15.4","0.4","0.15","0","15.4","0","0"
"6","22","22","0","0","15.3","0.4","0.15","0","15.3","0","0"
"6","22","23","0","0","15.3","0.4","0.15","0","15.3","0","0"
"6","23","0","0","0","15.2","0.4","0.15","0","15.2","0","0"
"6","23","1","0","0","15.1","0.4","0.15","0","15.1","0","0"
"6","23","2","0","0","15","0.4","0.15","0","15","0","0"
"6","23","3","0","0","15","0.4","0.15","0","15","0","0"
"6","23","4","138","18","15.6","0.4","0.15","201.555","21.514","2294.602","2118.17"
"6","23","5","485","55","17.2","0.3","0.15","626.144","39.906","10943.364","10460.472"
"6","23","6","677","76","19.3","0.3","0.15","838.478","49.883","14228.222","13628.934"
"6","23","7","786","89","21.4","0.3","0.15","959.379","55.92","15728.274","15075.833"
"6","23","8","846","99","22.8","0.3","0.15","1010.638","58.915","16204.262","15534.956"
"6","23","9","827","135","23.8","0.3","0.15","1031.531","60.466","16299.84","15627.147"
"6","23","10","865","135","24.5","0.3","0.15","1048.409","61.652","16421.148","15744.156"
"6","23","11","919","109","25.1","0.3","0.15","1069.72","63.028","16643.5","15958.629"
"6","23","12","916","109","25.4","0.3","0.15","1068.933","63.28","16620.416","15936.363"
"6","23","13","902","106","25.6","0.3","0.15","1059.229","63.192","16519.38","15838.907"
"6","23","14","874","100","25.4","0.3","0.15","1033.578","62.243","16271.098","15599.422"
"6","23","15","827","92","24.9","0.3","0.15","987.039","60.255","15800.583","15145.58"
"6","23","16","757","81","24","0.3","0.15","921.983","57.295","15102.827","14472.548"
"6","23","17","640","63","22.5","0.4","0.15","787.119","50.367","13357.509","12789.074"
"6","23","18","413","39","21.6","0.4","0.15","534.511","40.297","9076.059","8659.332"
"6","23","19","15","2","19.3","0.4","0.15","0","19.3","0","0"
"6","23","20","0","0","18.8","0.4","0.15","0","18.8","0","0"
"6","23","21","0","0","18.4","0.4","0.15","0","18.4","0","0"
"6","23","22","0","0","18","0.4","0.15","0","18","0","0"
"6","23","23","0","0","17.5","0.4","0.15","0","17.5","0","0"
"6","24","0","0","0","17","0.4","0.15","0","17","0","0"
"6","24","1","0","0","16.5","0.4","0.15","0","16.5","0","0"
"6","24","2","0","0","16.1","0.4","0.15","0","16.1","0","0"
"6","24","3","0","0","15.7","0.3","0.15","0","15.7","0","0"
"6","24","4","136","17","16.3","0.3","0.15","196.763","22.256","2231.823","2057.615"
"6","24","5","417","59","18.1","0.2","0.15","562.708","39.08","9835.889","9392.239"
"6","24","6","686","75","20.6","0.2","0.15","846.184","52.455","14215.418","13616.584"
"6","24","7","814","82","22.9","0.2","0.15","978.556","59.266","15831.321","15175.229"
"6","24","8","868","92","24.5","0.1","0.15","1024.74","63.549","16122.176","15455.778"
"6","24","9","887","105","25.5","0.1","0.15","1048.667","65.251","16259.588","15588.321"
"6","24","10","914","104","26.3","0.1","0.15","1065.621","66.578","16362.592","15687.674"
"6","24","11","917","107","26.8","0.1","0.15","1065.612","67.066","16300.265","15627.556"
"6","24","12","883","126","27.1","0.1","0.15","1052.958","66.853","16119.151","15452.86"
"6","24","13","686","226","27.4","0.1","0.15","984.685","64.515","15212.682","14578.51"
"6","24","14","631","210","28","0.1","0.15","928.587","63.098","14505.539","13896.425"
"6","24","15","553","190","28.5","0","0.15","833.365","61.081","13227.259","12663.439"
"6","24","16","329","157","27.9","0.1","0.15","549.789","48.536","9211.714","8790.181"
"6","24","17","248","111","25.3","0.1","0.15","422.064","41.177","7295.221","6941.596"
"6","24","18","140","49","23.5","0.1","0.15","245.146","32.642","4168.712","3925.872"
"6","24","19","11","2","20.2","0.3","0.15","0","20.2","0","0"
"6","24","20","0","0","19.3","0.3","0.15","0","19.3","0","0"
"6","24","21","0","0","18.6","0.3","0.15","0","18.6","0","0"
"6","24","22","0","0","17.9","0.3","0.15","0","17.9","0","0"
"6","24","23","0","0","17.3","0.3","0.15","0","17.3","0","0"
"6","25","0","0","0","16.7","0.3","0.15","0","16.7","0","0"
"6","25","1","0","0","16.4","0.3","0.15","0","16.4","0","0"
"6","25","2","0","0","16.2","0.4","0.15","0","16.2","0","0"
"6","25","3","0","0","16.2","0.4","0.15","0","16.2","0","0"
"6","25","4","8","13","17","0.3","0.15","18.438","17.455","191.949","90.022"
"6","25","5","128","77","18.2","0.2","0.15","245.202","26.923","4364.481","4114.705"
"6","25","6","98","145","19.2","0.2","0.15","284.763","29.177","5058.317","4783.955"
"6","25","7","144","235","20.1","0.2","0.15","430.669","35.299","7476.982","7116.918"
"6","25","8","15","204","20.5","0.2","0.15","212.8","27.747","3659.645","3434.843"
"6","25","9","2","143","20.8","0.3","0.15","141.199","25.549","2388.046","2208.303"
"6","25","10","6","179","20.9","0.3","0.15","185.046","27.25","3122.003","2916.253"
"6","25","11","6","170","21.2","0.3","0.15","177.959","27.349","2986.719","2785.762"
"6","25","12","2","125","21.4","0.4","0.15","127.673","25.666","2130.5","1959.882"
"6","25","13","0","91","21.4","0.4","0.15","89.347","24.348","1483.744","1336.043"
"6","25","14","0","69","21.2","0.5","0.15","65.436","23.246","1085.34","951.756"
"6","25","15","7","167","20.9","0.5","0.15","165.629","25.949","2852.576","2656.373"
"6","25","16","4","66","20.6","0.5","0.15","61.8","22.377","1050.799","918.439"
"6","25","17","0","24","20.2","0.4","0.15","19.917","20.74","326.668","219.967"
"6","25","18","0","6","19.9","0.4","0.15","4.766","20.016","70.847","0"
"6","25","19","4","1","19.2","0.4","0.15","0","19.2","0","0"
"6","25","20","0","0","18.9","0.4","0.15","0","18.9","0","0"
"6","25","21","0","0","18.7","0.3","0.15","0","18.7","0","0"
"6","25","22","0","0","18.3","0.3","0.15","0","18.3","0","0"
"6","25","23","0","0","17.9","0.4","0.15","0","17.9","0","0"
"6","26","0","0","0","17.5","0.4","0.15","0","17.5","0","0"
"6","26","1","0","0","17.3","0.3","0.15","0","17.3","0","0"
"6","26","2","0","0","17.2","0.2","0.15","0","17.2","0","0"
"6","26","3","0","0","17.3","0.2","0.15","0","17.3","0","0"
"6","26","4","2","9","17.9","0.2","0.15","9.222","18.112","92.088","0"
"6","26","5","54","63","19.1","0.1","0.15","144.121","24.239","2533.474","2348.578"
"6","26","6","0","82","20.7","0.1","0.15","71.135","22.906","1220.87","1082.484"
"6","26","7","267","150","22.6","0.2","0.15","470.531","39.64","8092.214","7710.35"
"6","26","8","783","113","24.5","0.2","0.15","974.619","60.438","15517.861","14872.876"
"6","26","9","874","102","25.9","0.1","0.15","1031.897","65.017","16016.249","15353.604"
"6","26","10","897","104","26.8","0.1","0.15","1048.053","66.416","16103.271","15437.542"
"6","26","11","902","109","27.4","0.1","0.15","1052.359","67.162","16089.461","15424.222"
"6","26","12","893","112","27.7","0.1","0.15","1048.418","67.292","16024.989","15362.035"
"6","26","13","872","114","27.6","0.1","0.15","1037.034","66.811","15923.151","15263.805"
"6","26","14","839","110","27.2","0.1","0.15","1009.091","65.51","15662.549","15012.437"
"6","26","15","788","103","27","0.1","0.15","972.58","64.136","15307.824","14670.281"
"6","26","16","707","90","27.1","0.1","0.15","883.127","61.017","14234.105","13634.608"
"6","26","17","561","74","25.5","0.2","0.15","723.821","52.657","12146.374","11620.855"
"6","26","18","344","43","23.8","0.2","0.15","469.869","41.209","7919.374","7543.634"
"6","26","19","9","1","20.3","0.3","0.15","0","20.3","0","0"
"6","26","20","0","0","19.3","0.2","0.15","0","19.3","0","0"
"6","26","21","0","0","18.5","0.2","0.15","0","18.5","0","0"
"6","26","22","0","0","17.8","0.2","0.15","0","17.8","0","0"
"6","26","23","0","0","17.2","0.2","0.15","0","17.2","0","0"
"6","27","0","0","0","16.8","0.2","0.15","0","16.8","0","0"
"6","27","1","0","0","16.6","0.3","0.15","0","16.6","0","0"
"6","27","2","0","0","16.5","0.4","0.15","0","16.5","0","0"
"6","27","3","0","0","16.6","0.3","0.15","0","16.6","0","0"
"6","27","4","121","16","17.2","0.2","0.15","133.831","21.336","1512.113","1363.407"
"6","27","5","485","53","18.8","0.1","0.15","623.465","42.902","10763.096","10286.591"
